6.600000000000000000e+01,7.300000000000000000e+01,5.290805053710937500e+02,3.206598510742187500e+02,0.000000000000000000e+00
6.700000000000000000e+01,7.300000000000000000e+01,5.290922317504882812e+02,3.013811035156250000e+02,1.000000000000000000e+00
6.800000000000000000e+01,7.300000000000000000e+01,5.292707519531250000e+02,2.848000793457031250e+02,2.000000000000000000e+00
6.900000000000000000e+01,7.300000000000000000e+01,5.312934570312500000e+02,2.744544677734375000e+02,3.000000000000000000e+00
7.000000000000000000e+01,7.300000000000000000e+01,5.320174026489257812e+02,2.666779785156250000e+02,4.000000000000000000e+00
7.100000000000000000e+01,7.300000000000000000e+01,5.324559211730957031e+02,2.619950580596923828e+02,5.000000000000000000e+00
7.200000000000000000e+01,7.300000000000000000e+01,5.329212570190429688e+02,2.617112808227539062e+02,6.000000000000000000e+00
7.300000000000000000e+01,7.300000000000000000e+01,5.344116134643554688e+02,2.635336380004882812e+02,7.000000000000000000e+00
7.400000000000000000e+01,7.300000000000000000e+01,5.344755744934082031e+02,2.676096210479736328e+02,8.000000000000000000e+00
7.500000000000000000e+01,7.300000000000000000e+01,5.350840415954589844e+02,2.734925498962402344e+02,9.000000000000000000e+00
7.600000000000000000e+01,7.300000000000000000e+01,5.360193977355957031e+02,2.847863025665283203e+02,1.000000000000000000e+01
7.700000000000000000e+01,7.300000000000000000e+01,5.377796516418457031e+02,2.997926197052001953e+02,1.100000000000000000e+01
7.800000000000000000e+01,7.300000000000000000e+01,5.405460395812988281e+02,3.166698169708251953e+02,1.200000000000000000e+01
7.900000000000000000e+01,7.300000000000000000e+01,5.436667213439941406e+02,3.373979015350341797e+02,1.300000000000000000e+01
8.000000000000000000e+01,7.300000000000000000e+01,5.465138702392578125e+02,3.594886608123779297e+02,1.400000000000000000e+01
8.100000000000000000e+01,7.300000000000000000e+01,5.497035675048828125e+02,3.846915721893310547e+02,1.500000000000000000e+01
8.200000000000000000e+01,7.300000000000000000e+01,5.524836444854736328e+02,3.714531822204589844e+02,1.600000000000000000e+01
8.300000000000000000e+01,7.300000000000000000e+01,5.515339298248291016e+02,3.448463401794433594e+02,1.700000000000000000e+01
8.400000000000000000e+01,7.300000000000000000e+01,5.510129337310791016e+02,3.200865745544433594e+02,1.800000000000000000e+01
8.500000000000000000e+01,7.300000000000000000e+01,5.512050323486328125e+02,2.986801185607910156e+02,1.900000000000000000e+01
8.600000000000000000e+01,7.300000000000000000e+01,5.520173358917236328e+02,2.830800437927246094e+02,2.000000000000000000e+01
8.700000000000000000e+01,7.300000000000000000e+01,5.515878314971923828e+02,2.679979209899902344e+02,2.100000000000000000e+01
8.800000000000000000e+01,7.300000000000000000e+01,5.547241764068603516e+02,2.588789329528808594e+02,2.200000000000000000e+01
8.900000000000000000e+01,7.300000000000000000e+01,5.555467472076416016e+02,2.515721244812011719e+02,2.300000000000000000e+01
9.000000000000000000e+01,7.300000000000000000e+01,5.560446109771728516e+02,2.485092430114746094e+02,2.400000000000000000e+01
9.100000000000000000e+01,7.300000000000000000e+01,5.573873844146728516e+02,2.467819786071777344e+02,2.500000000000000000e+01
9.200000000000000000e+01,7.300000000000000000e+01,5.597153644561767578e+02,2.484265537261962891e+02,2.600000000000000000e+01
