6.600000000000000000e+01,1.700000000000000000e+01,5.310223388671875000e+02,2.471809082031250000e+02,0.000000000000000000e+00
6.700000000000000000e+01,1.700000000000000000e+01,5.331902465820312500e+02,2.303180389404296875e+02,1.000000000000000000e+00
6.800000000000000000e+01,1.700000000000000000e+01,5.342769851684570312e+02,2.167586956024169922e+02,2.000000000000000000e+00
6.900000000000000000e+01,1.700000000000000000e+01,5.374011726379394531e+02,2.056096572875976562e+02,3.000000000000000000e+00
7.000000000000000000e+01,1.700000000000000000e+01,5.383381385803222656e+02,1.985966434478759766e+02,4.000000000000000000e+00
7.100000000000000000e+01,1.700000000000000000e+01,5.391453285217285156e+02,1.942714176177978516e+02,5.000000000000000000e+00
7.200000000000000000e+01,1.700000000000000000e+01,5.398270301818847656e+02,1.926728916168212891e+02,6.000000000000000000e+00
7.300000000000000000e+01,1.700000000000000000e+01,5.421767730712890625e+02,1.934550209045410156e+02,7.000000000000000000e+00
7.400000000000000000e+01,1.700000000000000000e+01,5.425814971923828125e+02,1.983979988098144531e+02,8.000000000000000000e+00
7.500000000000000000e+01,1.700000000000000000e+01,5.432698917388916016e+02,2.068360996246337891e+02,9.000000000000000000e+00
7.600000000000000000e+01,1.700000000000000000e+01,5.431072998046875000e+02,2.174731616973876953e+02,1.000000000000000000e+01
7.700000000000000000e+01,1.700000000000000000e+01,5.442616577148437500e+02,2.305725421905517578e+02,1.100000000000000000e+01
7.800000000000000000e+01,1.700000000000000000e+01,5.450581607818603516e+02,2.474215641021728516e+02,1.200000000000000000e+01
7.900000000000000000e+01,1.700000000000000000e+01,5.456869449615478516e+02,2.663282718658447266e+02,1.300000000000000000e+01
8.000000000000000000e+01,1.700000000000000000e+01,5.464900665283203125e+02,2.876005287170410156e+02,1.400000000000000000e+01
8.100000000000000000e+01,1.700000000000000000e+01,5.456982364654541016e+02,3.105489139556884766e+02,1.500000000000000000e+01
8.200000000000000000e+01,1.700000000000000000e+01,5.480042057037353516e+02,2.977235660552978516e+02,1.600000000000000000e+01
8.300000000000000000e+01,1.700000000000000000e+01,5.508071613311767578e+02,2.755043411254882812e+02,1.700000000000000000e+01
8.400000000000000000e+01,1.700000000000000000e+01,5.545703048706054688e+02,2.557964401245117188e+02,1.800000000000000000e+01
8.500000000000000000e+01,1.700000000000000000e+01,5.599854125976562500e+02,2.379332580566406250e+02,1.900000000000000000e+01
8.600000000000000000e+01,1.700000000000000000e+01,5.639398193359375000e+02,2.209237670898437500e+02,2.000000000000000000e+01
8.700000000000000000e+01,1.700000000000000000e+01,5.676566772460937500e+02,2.076138458251953125e+02,2.100000000000000000e+01
8.800000000000000000e+01,1.700000000000000000e+01,5.713087692260742188e+02,1.962977828979492188e+02,2.200000000000000000e+01
8.900000000000000000e+01,1.700000000000000000e+01,5.746386032104492188e+02,1.885809555053710938e+02,2.300000000000000000e+01
9.000000000000000000e+01,1.700000000000000000e+01,5.778928337097167969e+02,1.846966114044189453e+02,2.400000000000000000e+01
9.100000000000000000e+01,1.700000000000000000e+01,5.800236930847167969e+02,1.845024127960205078e+02,2.500000000000000000e+01
9.200000000000000000e+01,1.700000000000000000e+01,5.827359523773193359e+02,1.857270565032958984e+02,2.600000000000000000e+01
9.300000000000000000e+01,1.700000000000000000e+01,5.863293361663818359e+02,1.917826900482177734e+02,2.700000000000000000e+01
9.400000000000000000e+01,1.700000000000000000e+01,5.880563869476318359e+02,2.011952877044677734e+02,2.800000000000000000e+01
9.500000000000000000e+01,1.700000000000000000e+01,5.894033718109130859e+02,2.134531307220458984e+02,2.900000000000000000e+01
9.600000000000000000e+01,1.700000000000000000e+01,5.917285270690917969e+02,2.269757556915283203e+02,3.000000000000000000e+01
9.700000000000000000e+01,1.700000000000000000e+01,5.929898796081542969e+02,2.447482624053955078e+02,3.100000000000000000e+01
9.800000000000000000e+01,1.700000000000000000e+01,5.938082389831542969e+02,2.642010517120361328e+02,3.200000000000000000e+01
9.900000000000000000e+01,1.700000000000000000e+01,5.946203727722167969e+02,2.851937274932861328e+02,3.300000000000000000e+01
1.000000000000000000e+02,1.700000000000000000e+01,5.947824993133544922e+02,3.093169898986816406e+02,3.400000000000000000e+01
1.010000000000000000e+02,1.700000000000000000e+01,5.977568511962890625e+02,3.014165916442871094e+02,3.500000000000000000e+01
1.020000000000000000e+02,1.700000000000000000e+01,6.019002838134765625e+02,2.732146263122558594e+02,3.600000000000000000e+01
1.030000000000000000e+02,1.700000000000000000e+01,6.064914226531982422e+02,2.454005775451660156e+02,3.700000000000000000e+01
